Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Precipitation (mm/h),Reference ET₀ (mm),Dew Point (°C),Pressure (hPa),Cloud Cover (%),Snowfall (mm/h),Wind Direction (°),Solar Irradiance (GHI) (W/m2),VPD (kPa),Delta T (°C)
2026-06-28T00:00:00,25.70,42.00,2.70,0.00,0.09,11.80,1018.00,0.00,0.00,360.00,0.00,1.91,8.40
2026-06-28T01:00:00,25.20,46.00,2.41,0.00,0.07,12.80,1017.80,0.00,0.00,355.00,0.00,1.73,7.60
2026-06-28T02:00:00,24.90,47.00,2.50,0.00,0.07,12.80,1017.80,20.00,0.00,2.00,0.00,1.67,7.50
2026-06-28T03:00:00,25.00,49.00,3.95,0.00,0.11,13.60,1017.50,28.00,0.00,9.00,0.00,1.62,7.10
2026-06-28T04:00:00,24.80,51.00,3.96,0.00,0.10,14.00,1017.40,23.00,0.00,10.00,0.00,1.54,6.80
2026-06-28T05:00:00,24.20,55.00,3.30,0.00,0.07,14.60,1017.10,4.00,0.00,14.00,0.00,1.36,6.20
2026-06-28T06:00:00,23.90,54.00,3.54,0.00,0.08,14.10,1017.20,0.00,0.00,8.00,0.00,1.37,6.20
2026-06-28T07:00:00,24.10,50.00,4.59,0.00,0.13,13.00,1017.30,0.00,0.00,16.00,28.00,1.50,6.90
2026-06-28T08:00:00,24.80,48.00,5.77,0.00,0.22,13.00,1017.50,0.00,0.00,26.00,167.00,1.63,7.30
2026-06-28T09:00:00,25.90,45.00,7.03,0.00,0.35,13.10,1017.20,0.00,0.00,24.00,357.00,1.84,7.90
2026-06-28T10:00:00,27.10,41.00,6.89,0.00,0.48,12.70,1017.20,0.00,0.00,26.00,551.00,2.11,8.80
2026-06-28T11:00:00,28.50,35.00,7.12,0.00,0.61,11.50,1017.00,0.00,0.00,20.00,725.00,2.53,10.20
2026-06-28T12:00:00,29.10,32.00,7.78,0.00,0.71,10.70,1017.00,0.00,0.00,18.00,862.00,2.74,11.00
2026-06-28T13:00:00,29.70,31.00,8.08,0.00,0.78,10.80,1016.90,0.00,0.00,22.00,951.00,2.88,11.30
2026-06-28T14:00:00,30.20,30.00,8.32,0.00,0.81,10.70,1016.90,0.00,0.00,26.00,981.00,3.00,11.70
2026-06-28T15:00:00,30.30,26.00,8.28,0.00,0.82,8.60,1016.40,0.00,0.00,28.00,955.00,3.19,12.70
2026-06-28T16:00:00,30.30,23.00,7.93,0.00,0.78,6.90,1016.30,0.00,0.00,29.00,873.00,3.33,13.40
2026-06-28T17:00:00,29.80,23.00,7.44,0.00,0.69,6.50,1016.20,0.00,0.00,31.00,740.00,3.24,13.20
2026-06-28T18:00:00,29.20,24.00,7.03,0.00,0.57,6.60,1016.10,0.00,0.00,30.00,566.00,3.09,12.80
2026-06-28T19:00:00,28.30,24.00,6.05,0.00,0.43,5.80,1016.20,0.00,0.00,31.00,370.00,2.92,12.60
2026-06-28T20:00:00,26.90,25.00,4.98,0.00,0.28,5.20,1016.20,0.00,0.00,38.00,177.00,2.66,12.00
2026-06-28T21:00:00,25.20,30.00,3.83,0.00,0.16,6.40,1016.60,0.00,0.00,33.00,32.00,2.24,10.50
2026-06-28T22:00:00,24.00,34.00,2.60,0.00,0.09,7.20,1017.00,0.00,0.00,23.00,0.00,1.97,9.40
2026-06-28T23:00:00,22.90,40.00,1.70,0.00,0.05,8.60,1017.70,0.00,0.00,360.00,0.00,1.67,8.20
2026-06-29T00:00:00,22.30,42.00,2.02,0.00,0.06,8.80,1017.60,0.00,0.00,340.00,0.00,1.57,7.80
2026-06-29T01:00:00,22.20,40.00,2.15,0.00,0.06,8.00,1017.40,0.00,0.00,332.00,0.00,1.61,8.10
2026-06-29T02:00:00,22.20,44.00,2.06,0.00,0.06,9.30,1016.80,0.00,0.00,337.00,0.00,1.50,7.50
2026-06-29T03:00:00,22.40,48.00,2.73,0.00,0.07,10.90,1016.50,0.00,0.00,352.00,0.00,1.41,6.90
2026-06-29T04:00:00,22.20,52.00,2.45,0.00,0.06,11.90,1016.10,0.00,0.00,348.00,0.00,1.29,6.30
2026-06-29T05:00:00,22.00,53.00,2.52,0.00,0.06,12.00,1015.90,0.00,0.00,353.00,0.00,1.24,6.20
2026-06-29T06:00:00,22.20,50.00,2.73,0.00,0.07,11.30,1015.50,0.00,0.00,352.00,0.00,1.34,6.60
2026-06-29T07:00:00,22.70,48.00,2.82,0.00,0.08,11.20,1015.40,0.00,0.00,354.00,28.00,1.44,6.90
2026-06-29T08:00:00,24.70,39.00,3.72,0.00,0.20,9.80,1015.60,0.00,0.00,6.00,165.00,1.90,8.70
2026-06-29T09:00:00,26.30,37.00,5.77,0.00,0.36,10.50,1015.50,0.00,0.00,14.00,354.00,2.16,9.40
2026-06-29T10:00:00,27.30,36.00,6.36,0.00,0.49,10.90,1015.60,0.00,0.00,19.00,546.00,2.32,9.80
2026-06-29T11:00:00,28.40,35.00,6.41,0.00,0.60,11.50,1015.90,0.00,0.00,23.00,717.00,2.52,10.20
2026-06-29T12:00:00,29.50,32.00,6.26,0.00,0.70,11.10,1015.90,0.00,0.00,25.00,850.00,2.81,11.10
2026-06-29T13:00:00,30.60,30.00,6.40,0.00,0.78,11.10,1015.50,0.00,0.00,25.00,936.00,3.08,11.80
2026-06-29T14:00:00,31.40,28.00,6.66,0.00,0.82,10.70,1015.30,0.00,0.00,26.00,969.00,3.31,12.40
2026-06-29T15:00:00,31.70,28.00,6.54,0.00,0.81,11.00,1014.90,0.00,0.00,23.00,943.00,3.37,12.50
2026-06-29T16:00:00,31.90,28.00,6.49,0.00,0.76,11.20,1014.70,0.00,0.00,25.00,859.00,3.41,12.60
2026-06-29T17:00:00,31.70,29.00,6.26,0.00,0.67,11.50,1014.00,0.00,0.00,25.00,725.00,3.31,12.30
2026-06-29T18:00:00,31.00,30.00,5.89,0.00,0.55,11.40,1014.00,0.00,0.00,21.00,555.00,3.15,11.90
2026-06-29T19:00:00,30.20,31.00,5.41,0.00,0.41,11.20,1014.20,0.00,0.00,19.00,363.00,2.97,11.40
2026-06-29T20:00:00,29.00,34.00,4.46,0.00,0.26,11.50,1014.20,0.00,0.00,20.00,174.00,2.64,10.60
2026-06-29T21:00:00,27.30,39.00,3.26,0.00,0.13,12.20,1014.60,0.00,0.00,18.00,32.00,2.22,9.20
2026-06-29T22:00:00,26.00,44.00,2.16,0.00,0.07,12.80,1015.10,0.00,0.00,13.00,0.00,1.88,8.10
2026-06-29T23:00:00,24.70,48.00,1.53,0.00,0.04,13.00,1015.30,0.00,0.00,349.00,0.00,1.62,7.20
2026-06-30T00:00:00,24.00,48.00,1.56,0.00,0.04,12.30,1015.30,0.00,0.00,315.00,0.00,1.55,7.20
2026-06-30T01:00:00,23.30,50.00,1.61,0.00,0.04,12.30,1015.20,0.00,0.00,300.00,0.00,1.43,6.70
2026-06-30T02:00:00,22.70,53.00,1.52,0.00,0.03,12.70,1015.20,0.00,0.00,293.00,0.00,1.30,6.20
2026-06-30T03:00:00,23.10,56.00,1.86,0.00,0.04,13.80,1014.40,0.00,0.00,306.00,0.00,1.24,5.90
2026-06-30T04:00:00,23.30,56.00,1.63,0.00,0.03,14.00,1014.20,0.00,0.00,313.00,0.00,1.26,5.90
2026-06-30T05:00:00,23.40,55.00,1.41,0.00,0.03,13.90,1013.70,0.00,0.00,315.00,0.00,1.30,6.00
2026-06-30T06:00:00,23.70,53.00,1.75,0.00,0.04,13.60,1013.70,2.00,0.00,336.00,0.00,1.38,6.30
2026-06-30T07:00:00,24.50,51.00,1.96,0.00,0.06,13.70,1013.70,10.00,0.00,345.00,26.00,1.50,6.80
2026-06-30T08:00:00,26.70,44.00,2.11,0.00,0.15,13.50,1013.70,18.00,0.00,355.00,159.00,1.96,8.20
2026-06-30T09:00:00,28.90,39.00,5.23,0.00,0.36,13.50,1013.40,1.00,0.00,7.00,347.00,2.43,9.60
2026-06-30T10:00:00,30.00,38.00,6.36,0.00,0.51,14.10,1013.40,1.00,0.00,13.00,541.00,2.63,10.00
2026-06-30T11:00:00,30.80,36.00,6.91,0.00,0.64,14.00,1013.30,8.00,0.00,22.00,712.00,2.85,10.50
2026-06-30T12:00:00,31.60,35.00,7.20,0.00,0.73,14.30,1013.40,23.00,0.00,25.00,844.00,3.03,10.90
2026-06-30T13:00:00,32.30,33.00,7.24,0.00,0.80,14.00,1013.20,26.00,0.00,26.00,921.00,3.24,11.50
2026-06-30T14:00:00,32.80,32.00,6.71,0.00,0.78,13.90,1013.00,44.00,0.00,28.00,880.00,3.38,11.90
2026-06-30T15:00:00,33.00,31.00,7.05,0.00,0.80,13.60,1012.10,7.00,0.00,35.00,895.00,3.47,12.10
2026-06-30T16:00:00,33.00,30.00,6.91,0.00,0.78,13.20,1011.80,4.00,0.00,34.00,862.00,3.53,12.30
2026-06-30T17:00:00,32.70,30.00,6.72,0.00,0.69,12.80,1011.20,2.00,0.00,37.00,726.00,3.46,12.30
2026-06-30T18:00:00,32.20,31.00,5.30,0.00,0.54,13.00,1011.20,0.00,0.00,36.00,552.00,3.32,11.90
2026-06-30T19:00:00,31.40,32.00,4.33,0.00,0.39,12.80,1010.90,4.00,0.00,34.00,362.00,3.13,11.50
2026-06-30T20:00:00,30.40,34.00,3.58,0.00,0.24,12.80,1011.40,22.00,0.00,30.00,172.00,2.86,10.90
2026-06-30T21:00:00,28.30,37.00,1.34,0.00,0.06,12.20,1011.10,18.00,0.00,27.00,31.00,2.43,9.80
2026-06-30T22:00:00,26.70,45.00,0.86,0.00,0.02,13.80,1011.80,12.00,0.00,306.00,0.00,1.92,8.10
2026-06-30T23:00:00,24.40,55.00,1.49,0.00,0.03,14.80,1012.20,15.00,0.00,290.00,0.00,1.37,6.20
2026-07-01T00:00:00,23.50,56.00,1.62,0.00,0.03,14.20,1012.50,9.00,0.00,292.00,0.00,1.28,5.90
2026-07-01T01:00:00,23.00,59.00,1.61,0.00,0.03,14.50,1012.50,4.00,0.00,300.00,0.00,1.15,5.50
2026-07-01T02:00:00,22.40,58.00,1.61,0.00,0.03,13.70,1012.50,0.00,0.00,300.00,0.00,1.14,5.50
2026-07-01T03:00:00,21.50,54.00,1.53,0.00,0.03,11.80,1012.40,0.00,0.00,302.00,0.00,1.18,5.90
2026-07-01T04:00:00,20.90,49.00,1.66,0.00,0.04,9.80,1011.80,0.00,0.00,303.00,0.00,1.26,6.50
2026-07-01T05:00:00,20.40,47.00,1.66,0.00,0.04,8.70,1011.60,0.00,0.00,295.00,0.00,1.27,6.80
2026-07-01T06:00:00,19.60,46.00,1.79,0.00,0.04,7.60,1011.80,0.00,0.00,297.00,0.00,1.23,6.80
2026-07-01T07:00:00,20.00,43.00,1.66,0.00,0.05,7.10,1012.10,0.00,0.00,295.00,26.00,1.34,7.20
2026-07-01T08:00:00,22.80,48.00,1.30,0.00,0.11,11.20,1012.00,0.00,0.00,293.00,161.00,1.44,7.00
2026-07-01T09:00:00,27.20,33.00,0.81,0.00,0.23,9.60,1011.30,0.00,0.00,30.00,348.00,2.42,10.30
2026-07-01T10:00:00,29.20,32.00,2.62,0.00,0.43,10.80,1011.10,0.00,0.00,47.00,542.00,2.75,11.00
2026-07-01T11:00:00,30.50,33.00,3.80,0.00,0.59,12.40,1011.10,0.00,0.00,35.00,713.00,2.92,11.10
2026-07-01T12:00:00,31.40,31.00,3.82,0.00,0.69,12.30,1010.60,0.00,0.00,43.00,849.00,3.18,11.70
2026-07-01T13:00:00,32.30,27.00,4.32,0.00,0.77,10.90,1010.80,3.00,0.00,42.00,932.00,3.53,12.90
2026-07-01T14:00:00,33.20,25.00,4.47,0.00,0.81,10.60,1010.30,2.00,0.00,40.00,959.00,3.82,13.70
2026-07-01T15:00:00,33.60,24.00,4.27,0.00,0.80,10.20,1009.60,0.00,0.00,33.00,931.00,3.95,14.10
2026-07-01T16:00:00,33.80,24.00,2.36,0.00,0.68,10.40,1009.50,34.00,0.00,36.00,827.00,3.99,14.20
2026-07-01T17:00:00,33.00,26.00,3.47,0.00,0.56,10.90,1009.10,67.00,0.00,168.00,615.00,3.72,13.40
2026-07-01T18:00:00,32.00,26.00,3.64,0.00,0.36,10.10,1008.60,70.00,0.00,212.00,266.00,3.51,13.10
2026-07-01T19:00:00,31.00,40.00,2.90,0.00,0.26,15.80,1008.90,44.00,0.00,224.00,229.00,2.69,9.80
2026-07-01T20:00:00,30.10,44.00,2.42,0.00,0.18,16.50,1009.20,0.00,0.00,240.00,152.00,2.39,8.80
2026-07-01T21:00:00,28.30,51.00,0.98,0.00,0.04,17.20,1009.20,13.00,0.00,204.00,30.00,1.89,7.30
2026-07-01T22:00:00,26.30,61.00,0.78,0.00,0.01,18.20,1009.60,0.00,0.00,220.00,0.00,1.33,5.50
2026-07-01T23:00:00,24.90,54.00,1.14,0.00,0.02,15.00,1009.80,1.00,0.00,255.00,0.00,1.45,6.40
2026-07-02T00:00:00,24.50,46.00,1.32,0.00,0.03,12.20,1010.00,0.00,0.00,279.00,0.00,1.66,7.50
2026-07-02T01:00:00,23.90,51.00,1.49,0.00,0.03,13.20,1010.20,0.00,0.00,290.00,0.00,1.46,6.70
2026-07-02T02:00:00,23.40,53.00,1.49,0.00,0.03,13.30,1010.40,0.00,0.00,290.00,0.00,1.36,6.30
2026-07-02T03:00:00,22.70,57.00,1.43,0.00,0.02,13.70,1010.00,0.00,0.00,295.00,0.00,1.18,5.70
2026-07-02T04:00:00,22.10,62.00,1.39,0.00,0.02,14.50,1010.00,1.00,0.00,300.00,0.00,1.01,5.00
2026-07-02T05:00:00,21.60,65.00,1.43,0.00,0.01,14.80,1010.00,1.00,0.00,295.00,0.00,0.90,4.50
2026-07-02T06:00:00,21.00,68.00,1.53,0.00,0.01,14.80,1010.30,0.00,0.00,302.00,0.00,0.79,4.10
2026-07-02T07:00:00,21.20,66.00,1.48,0.00,0.03,14.60,1010.60,0.00,0.00,298.00,24.00,0.86,4.30
2026-07-02T08:00:00,23.50,65.00,1.00,0.00,0.10,16.60,1011.00,0.00,0.00,307.00,155.00,1.02,4.60
2026-07-02T09:00:00,26.90,52.00,0.98,0.00,0.23,16.20,1010.60,0.00,0.00,66.00,340.00,1.70,6.90
2026-07-02T10:00:00,28.60,46.00,1.70,0.00,0.39,15.80,1010.50,0.00,0.00,62.00,531.00,2.11,8.20
2026-07-02T11:00:00,30.30,44.00,2.47,0.00,0.54,16.70,1010.50,0.00,0.00,58.00,700.00,2.41,8.90
2026-07-02T12:00:00,31.30,45.00,3.75,0.00,0.65,17.90,1010.30,0.00,0.00,48.00,823.00,2.51,8.80
2026-07-02T13:00:00,32.20,39.00,3.61,0.00,0.70,16.50,1010.40,44.00,0.00,42.00,859.00,2.94,10.10
2026-07-02T14:00:00,33.10,35.00,4.24,0.00,0.72,15.60,1009.70,50.00,0.00,34.00,838.00,3.29,11.20
2026-07-02T15:00:00,33.70,30.00,4.25,0.00,0.72,13.80,1009.10,63.00,0.00,27.00,807.00,3.67,12.50
2026-07-02T16:00:00,28.60,67.00,3.24,0.50,0.39,21.90,1010.40,90.00,0.00,326.00,501.00,1.29,4.80
2026-07-02T17:00:00,27.60,67.00,2.31,0.40,0.22,20.90,1010.50,94.00,0.00,265.00,243.00,1.22,4.70
2026-07-02T18:00:00,29.80,53.00,1.41,0.10,0.18,19.20,1009.30,61.00,0.00,225.00,176.00,1.97,7.10
2026-07-02T19:00:00,30.20,49.00,1.50,0.00,0.24,18.30,1009.60,24.00,0.00,180.00,297.00,2.19,7.90
2026-07-02T20:00:00,29.60,46.00,1.87,0.00,0.16,16.70,1009.70,14.00,0.00,164.00,157.00,2.24,8.40
2026-07-02T21:00:00,28.30,44.00,1.10,0.00,0.05,14.90,1010.00,4.00,0.00,185.00,29.00,2.16,8.50
2026-07-02T22:00:00,26.20,58.00,0.91,0.00,0.01,17.30,1010.40,0.00,0.00,264.00,0.00,1.43,5.90
2026-07-02T23:00:00,24.90,72.00,1.04,0.00,0.00,19.50,1010.90,0.00,0.00,287.00,0.00,0.88,3.70
2026-07-03T00:00:00,24.40,72.00,1.36,0.00,0.01,19.00,1011.50,0.00,0.00,287.00,0.00,0.85,3.80
2026-07-03T01:00:00,23.90,72.00,1.49,0.00,0.01,18.60,1011.40,0.00,0.00,290.00,0.00,0.83,3.70
2026-07-03T02:00:00,23.60,72.00,1.58,0.00,0.01,18.20,1011.60,0.00,0.00,288.00,0.00,0.81,3.70
2026-07-03T03:00:00,23.10,68.00,1.52,0.00,0.01,16.90,1011.10,0.00,0.00,293.00,0.00,0.91,4.20
2026-07-03T04:00:00,22.60,68.00,1.48,0.00,0.01,16.40,1010.90,0.00,0.00,298.00,0.00,0.88,4.10
2026-07-03T05:00:00,22.00,67.00,1.48,0.00,0.01,15.60,1010.90,0.00,0.00,298.00,0.00,0.87,4.20
2026-07-03T06:00:00,21.70,62.00,1.48,0.00,0.02,14.10,1011.20,0.00,0.00,298.00,0.00,0.99,4.90
2026-07-03T07:00:00,21.90,59.00,1.48,0.00,0.03,13.60,1011.60,0.00,0.00,298.00,24.00,1.08,5.30
2026-07-03T08:00:00,24.20,60.00,0.94,0.00,0.10,16.00,1011.80,0.00,0.00,302.00,153.00,1.21,5.40
2026-07-03T09:00:00,27.70,43.00,0.92,0.00,0.24,14.00,1011.40,3.00,0.00,49.00,336.00,2.12,8.60
2026-07-03T10:00:00,29.50,41.00,1.63,0.00,0.40,14.90,1011.20,4.00,0.00,47.00,525.00,2.44,9.20
2026-07-03T11:00:00,31.30,41.00,3.33,0.00,0.57,16.50,1011.00,0.00,0.00,41.00,698.00,2.69,9.60
2026-07-03T12:00:00,32.40,37.00,4.22,0.00,0.69,15.80,1011.30,4.00,0.00,54.00,836.00,3.06,10.60
2026-07-03T13:00:00,33.40,32.00,4.06,0.00,0.76,14.50,1011.30,44.00,0.00,52.00,898.00,3.50,12.00
2026-07-03T14:00:00,34.30,30.00,3.33,0.00,0.73,14.20,1011.00,36.00,0.00,41.00,857.00,3.78,12.70
2026-07-03T15:00:00,34.90,30.00,2.38,0.00,0.68,14.70,1010.60,15.00,0.00,75.00,798.00,3.91,12.80
2026-07-03T16:00:00,34.00,32.00,3.52,0.00,0.65,15.00,1010.00,85.00,0.00,145.00,731.00,3.62,12.10
2026-07-03T17:00:00,31.80,40.00,5.48,0.00,0.50,16.60,1010.70,75.00,0.00,165.00,483.00,2.82,9.90
2026-07-03T18:00:00,31.20,36.00,5.07,0.00,0.42,14.30,1010.40,100.00,0.00,165.00,363.00,2.90,10.60
2026-07-03T19:00:00,30.40,35.00,3.81,0.00,0.29,13.20,1010.60,91.00,0.00,185.00,206.00,2.82,10.70
2026-07-03T20:00:00,29.50,38.00,2.86,0.00,0.19,13.70,1010.90,60.00,0.00,192.00,121.00,2.56,9.80
2026-07-03T21:00:00,28.40,40.00,2.26,0.00,0.10,13.50,1011.30,76.00,0.00,193.00,20.00,2.32,9.20
2026-07-03T22:00:00,27.60,45.00,1.24,0.00,0.03,14.60,1011.80,68.00,0.00,194.00,0.00,2.03,8.20
2026-07-03T23:00:00,26.50,53.00,0.45,0.00,0.00,16.20,1012.10,49.00,0.00,207.00,0.00,1.63,6.70
2026-07-04T00:00:00,25.40,61.00,0.67,0.00,0.00,17.40,1012.60,28.00,0.00,297.00,0.00,1.27,5.40
2026-07-04T01:00:00,24.50,68.00,1.20,0.00,0.01,18.20,1012.80,20.00,0.00,312.00,0.00,0.99,4.30
2026-07-04T02:00:00,24.00,71.00,1.28,0.00,0.01,18.40,1013.10,34.00,0.00,309.00,0.00,0.86,3.90
2026-07-04T03:00:00,23.40,72.00,1.35,0.00,0.01,18.00,1012.50,51.00,0.00,312.00,0.00,0.80,3.70
2026-07-04T04:00:00,23.30,70.00,1.42,0.00,0.01,17.50,1012.40,59.00,0.00,309.00,0.00,0.86,3.90
2026-07-04T05:00:00,23.40,71.00,1.28,0.00,0.01,17.90,1012.10,65.00,0.00,309.00,0.00,0.84,3.80
2026-07-04T06:00:00,23.50,69.00,1.30,0.00,0.01,17.50,1012.60,72.00,0.00,337.00,0.00,0.90,4.10
2026-07-04T07:00:00,23.80,70.00,1.25,0.00,0.03,18.00,1012.80,59.00,0.00,331.00,19.00,0.88,4.00
2026-07-04T08:00:00,25.40,68.00,0.82,0.00,0.08,19.10,1013.10,58.00,0.00,346.00,116.00,1.04,4.30
2026-07-04T09:00:00,27.40,56.00,2.37,0.00,0.21,17.80,1013.00,68.00,0.00,28.00,243.00,1.60,6.40
2026-07-04T10:00:00,28.10,50.00,4.02,0.00,0.33,16.70,1013.10,64.00,0.00,35.00,360.00,1.90,7.40
2026-07-04T11:00:00,29.10,46.00,4.58,0.00,0.46,16.30,1013.20,52.00,0.00,36.00,535.00,2.18,8.30
2026-07-04T12:00:00,30.40,43.00,4.81,0.00,0.60,16.40,1013.30,58.00,0.00,45.00,728.00,2.47,9.10
2026-07-04T13:00:00,31.20,40.00,5.24,0.00,0.68,16.00,1012.90,50.00,0.00,48.00,824.00,2.73,9.80
2026-07-04T14:00:00,31.90,38.00,5.94,0.00,0.72,15.80,1012.90,82.00,0.00,54.00,850.00,2.93,10.30
2026-07-04T15:00:00,31.60,38.00,4.82,0.00,0.65,15.50,1012.20,100.00,0.00,42.00,750.00,2.88,10.30
2026-07-04T16:00:00,30.80,40.00,4.92,0.00,0.48,15.60,1011.80,100.00,0.00,29.00,490.00,2.66,9.70
2026-07-04T17:00:00,30.40,40.00,4.84,0.00,0.39,15.30,1011.50,100.00,0.00,38.00,337.00,2.60,9.60
2026-07-04T18:00:00,30.00,40.00,4.04,0.00,0.33,15.00,1011.60,100.00,0.00,42.00,288.00,2.55,9.50
2026-07-04T19:00:00,29.90,38.00,3.00,0.00,0.26,14.00,1011.80,100.00,0.00,53.00,227.00,2.61,9.90
2026-07-04T20:00:00,29.10,37.00,2.52,0.00,0.17,12.90,1012.00,100.00,0.00,56.00,109.00,2.53,10.00
2026-07-04T21:00:00,28.00,40.00,2.39,0.00,0.11,13.10,1012.20,95.00,0.00,33.00,17.00,2.26,9.20
2026-07-04T22:00:00,27.00,42.00,1.80,0.00,0.06,13.00,1012.40,64.00,0.00,360.00,0.00,2.07,8.60
2026-07-04T23:00:00,25.80,46.00,1.70,0.00,0.05,13.30,1013.00,59.00,0.00,332.00,0.00,1.79,7.80
2026-07-05T00:00:00,25.70,48.00,1.71,0.00,0.04,13.90,1013.00,91.00,0.00,339.00,0.00,1.72,7.40
2026-07-05T01:00:00,25.40,50.00,1.66,0.00,0.04,14.30,1013.20,66.00,0.00,335.00,0.00,1.62,7.00
2026-07-05T02:00:00,24.90,53.00,1.43,0.00,0.03,14.70,1012.80,70.00,0.00,348.00,0.00,1.48,6.50
2026-07-05T03:00:00,24.70,53.00,1.55,0.00,0.03,14.50,1012.60,69.00,0.00,345.00,0.00,1.46,6.50
2026-07-05T04:00:00,24.30,54.00,1.61,0.00,0.03,14.40,1012.30,77.00,0.00,353.00,0.00,1.40,6.30
2026-07-05T05:00:00,24.10,55.00,1.50,0.00,0.03,14.50,1012.40,81.00,0.00,356.00,0.00,1.35,6.10
2026-07-05T06:00:00,23.70,59.00,1.94,0.00,0.04,15.20,1012.60,70.00,0.00,12.00,0.00,1.20,5.50
2026-07-05T07:00:00,23.70,60.00,2.69,0.00,0.07,15.50,1013.30,48.00,0.00,22.00,20.00,1.17,5.30
2026-07-05T08:00:00,24.40,66.00,3.90,0.00,0.13,17.60,1013.90,67.00,0.00,23.00,115.00,1.04,4.60
2026-07-05T09:00:00,24.80,59.00,5.13,0.00,0.23,16.20,1014.00,83.00,0.00,21.00,225.00,1.28,5.60
2026-07-05T10:00:00,25.40,53.00,5.80,0.00,0.31,15.10,1014.10,69.00,0.00,15.00,334.00,1.52,6.60
2026-07-05T11:00:00,26.90,44.00,6.36,0.00,0.49,13.60,1014.20,25.00,0.00,19.00,592.00,1.99,8.20
2026-07-05T12:00:00,27.90,43.00,6.53,0.00,0.63,14.20,1014.60,8.00,0.00,25.00,817.00,2.14,8.60
2026-07-05T13:00:00,28.70,40.00,6.76,0.00,0.70,13.80,1014.60,6.00,0.00,29.00,903.00,2.37,9.30
2026-07-05T14:00:00,29.40,38.00,6.44,0.00,0.74,13.60,1014.30,5.00,0.00,33.00,949.00,2.54,9.80
2026-07-05T15:00:00,29.40,38.00,6.38,0.00,0.73,13.60,1013.50,2.00,0.00,35.00,925.00,2.54,9.80
2026-07-05T16:00:00,29.10,39.00,6.11,0.00,0.63,13.80,1013.00,37.00,0.00,32.00,775.00,2.46,9.60
2026-07-05T17:00:00,28.80,40.00,5.80,0.00,0.55,13.90,1012.60,32.00,0.00,32.00,649.00,2.38,9.30
2026-07-05T18:00:00,28.40,40.00,5.76,0.00,0.47,13.50,1012.50,40.00,0.00,39.00,519.00,2.32,9.30
2026-07-05T19:00:00,27.70,42.00,5.34,0.00,0.35,13.60,1012.60,26.00,0.00,38.00,338.00,2.15,8.80
2026-07-05T20:00:00,26.60,43.00,4.85,0.00,0.23,13.00,1013.10,16.00,0.00,32.00,158.00,1.98,8.40
2026-07-05T21:00:00,25.00,47.00,2.88,0.00,0.10,12.90,1013.60,13.00,0.00,20.00,28.00,1.68,7.40
2026-07-05T22:00:00,23.90,52.00,1.71,0.00,0.04,13.40,1014.20,44.00,0.00,339.00,0.00,1.42,6.60
2026-07-05T23:00:00,22.90,57.00,1.49,0.00,0.02,13.90,1014.80,56.00,0.00,318.00,0.00,1.20,5.70
2026-07-06T00:00:00,22.10,61.00,1.64,0.00,0.02,14.20,1015.20,39.00,0.00,308.00,0.00,1.04,5.10
2026-07-06T01:00:00,21.60,63.00,1.70,0.00,0.02,14.20,1015.20,29.00,0.00,298.00,0.00,0.95,4.80
2026-07-06T02:00:00,20.90,68.00,1.43,0.00,0.01,14.80,1015.40,9.00,0.00,295.00,0.00,0.79,4.10
2026-07-06T03:00:00,20.10,70.00,1.79,0.00,0.02,14.40,1015.10,0.00,0.00,297.00,0.00,0.71,3.70
2026-07-06T04:00:00,19.90,55.00,1.70,0.00,0.03,10.60,1014.90,0.00,0.00,298.00,0.00,1.04,5.60
2026-07-06T05:00:00,19.60,49.00,1.62,0.00,0.03,8.60,1014.80,9.00,0.00,292.00,0.00,1.16,6.40
2026-07-06T06:00:00,19.20,52.00,1.88,0.00,0.04,9.10,1014.90,19.00,0.00,295.00,0.00,1.07,5.90
2026-07-06T07:00:00,19.40,55.00,1.79,0.00,0.04,10.10,1015.00,5.00,0.00,297.00,23.00,1.01,5.60
2026-07-06T08:00:00,21.90,57.00,1.25,0.00,0.10,13.00,1015.30,4.00,0.00,299.00,155.00,1.13,5.60
2026-07-06T09:00:00,25.40,40.00,1.39,0.00,0.24,10.80,1015.30,1.00,0.00,30.00,343.00,1.94,8.70
2026-07-06T10:00:00,26.70,39.00,3.67,0.00,0.42,11.60,1015.50,0.00,0.00,29.00,536.00,2.14,9.10
2026-07-06T11:00:00,27.80,36.00,4.21,0.00,0.55,11.30,1015.70,1.00,0.00,28.00,707.00,2.39,9.90
2026-07-06T12:00:00,28.80,33.00,4.33,0.00,0.66,10.90,1015.70,0.00,0.00,34.00,843.00,2.65,10.70
2026-07-06T13:00:00,29.60,31.00,5.16,0.00,0.73,10.70,1015.60,10.00,0.00,36.00,925.00,2.86,11.30
2026-07-06T14:00:00,30.30,29.00,5.08,0.00,0.77,10.30,1015.40,10.00,0.00,32.00,956.00,3.07,11.90
2026-07-06T15:00:00,30.50,29.00,4.55,0.00,0.75,10.50,1014.90,13.00,0.00,33.00,928.00,3.10,12.00
2026-07-06T16:00:00,30.70,29.00,4.57,0.00,0.69,10.70,1014.50,45.00,0.00,29.00,832.00,3.14,12.00
2026-07-06T17:00:00,30.70,28.00,4.70,0.00,0.60,10.10,1013.90,8.00,0.00,27.00,685.00,3.18,12.20
